gene	resp	score	count	site	signature
LCB1	55	3.8082175	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
CPR1	55	3.67187520570065	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
RPS20	55	3.4996745	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
RAP1	55	3.27455	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
PRP42	55	3.1439135	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
DPH1	55	3.0627015	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
PEP3	55	2.988639	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
SMD2	55	2.880994	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
FUM1	55	2.8468075	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
GCD10	55	2.739659	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
SNU56	55	2.665021	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
RPS16B	55	2.523715	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
CDC39	55	2.4096508448604	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
TOS1	55	2.3828225	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
EMI2	55	2.3543765	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
SAE3	55	2.313399	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
BIM1	55	2.298912	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
RPL7B	55	2.2284705	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
RGP1	55	2.1897385	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
ULS1	55	2.1577985	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
CHO1	55	2.15451395	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
FHL1	55	2.1152415	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
RKM1	55	2.08888115	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
PRP19	55	2.05889	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
PHM6	55	1.991013	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
MFT1	55	1.9512415	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
COG1	55	1.8785395	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
GOS1	55	1.8579005	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
LSM1	55	1.7654745	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
PTC6	55	1.7468455	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
IRS4	55	1.6756135	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
VMA22	55	1.65913055	51	NIBR|UBC	RPL15A,SPP41 inhibitors; tacrolimus:55
CUP2	56	34.8701997939429	110	NIBR	Fe-S cluster assembly:56
LYP1	56	7.311067	110	NIBR	Fe-S cluster assembly:56
TSA1	56	6.551145	110	NIBR	Fe-S cluster assembly:56
GRX3	56	5.96442	110	NIBR	Fe-S cluster assembly:56
SSQ1	56	5.518085	110	NIBR	Fe-S cluster assembly:56
OXA1	56	5.354373	110	NIBR	Fe-S cluster assembly:56
ATM1	56	4.25317549466267	110	NIBR	Fe-S cluster assembly:56
RRF1	56	4.187218	110	NIBR	Fe-S cluster assembly:56
CIN4	56	4.06108543827379	110	NIBR	Fe-S cluster assembly:56
TOM40	56	3.981097	110	NIBR	Fe-S cluster assembly:56
IMG2	56	3.889633	110	NIBR	Fe-S cluster assembly:56
MSM1	56	3.834447	110	NIBR	Fe-S cluster assembly:56
ALD5	56	3.82029866725356	110	NIBR	Fe-S cluster assembly:56
RSP5	56	3.735522	110	NIBR	Fe-S cluster assembly:56
ISM1	56	3.695987	110	NIBR	Fe-S cluster assembly:56
ISD11	56	3.628936	110	NIBR	Fe-S cluster assembly:56
SSC1	56	3.596814	110	NIBR	Fe-S cluster assembly:56
MGM101	56	3.564036	110	NIBR	Fe-S cluster assembly:56
MDJ1	56	3.513394	110	NIBR	Fe-S cluster assembly:56
MRPS35	56	3.511811	110	NIBR	Fe-S cluster assembly:56
PET112	56	3.439451	110	NIBR	Fe-S cluster assembly:56
YAH1	56	3.362882	110	NIBR	Fe-S cluster assembly:56
MRPS8	56	3.321786	110	NIBR	Fe-S cluster assembly:56
MRPL51	56	3.31535	110	NIBR	Fe-S cluster assembly:56
CYM1	56	3.31269754328292	110	NIBR	Fe-S cluster assembly:56
MRPL35	56	3.307464	110	NIBR	Fe-S cluster assembly:56
MRPL15	56	3.243926	110	NIBR	Fe-S cluster assembly:56
RSM19	56	3.243306	110	NIBR	Fe-S cluster assembly:56
RSM22	56	3.232587	110	NIBR	Fe-S cluster assembly:56
PET309	56	3.199547	110	NIBR	Fe-S cluster assembly:56
PET100	56	3.144853	110	NIBR	Fe-S cluster assembly:56
MRPS16	56	3.13125	110	NIBR	Fe-S cluster assembly:56
MIR1	56	3.122651	110	NIBR	Fe-S cluster assembly:56
MRPS12	56	3.059661	110	NIBR	Fe-S cluster assembly:56
GGC1	56	3.007152	110	NIBR	Fe-S cluster assembly:56
MRF1	56	2.991443	110	NIBR	Fe-S cluster assembly:56
FMP32	56	2.971688	110	NIBR	Fe-S cluster assembly:56
MRPL17	56	2.928108	110	NIBR	Fe-S cluster assembly:56
ATP11	56	2.89806702450458	110	NIBR	Fe-S cluster assembly:56
EUG1	56	2.892047	110	NIBR	Fe-S cluster assembly:56
NFS1	56	2.721866	110	NIBR	Fe-S cluster assembly:56
TIS11	56	2.719723	110	NIBR	Fe-S cluster assembly:56
TIM17	56	2.701258	110	NIBR	Fe-S cluster assembly:56
FMC1	56	2.694434	110	NIBR	Fe-S cluster assembly:56
MRPL9	56	2.519149	110	NIBR	Fe-S cluster assembly:56
HMI1	56	2.482985	110	NIBR	Fe-S cluster assembly:56
SLM5	56	2.464441	110	NIBR	Fe-S cluster assembly:56
PET20	56	2.447155	110	NIBR	Fe-S cluster assembly:56
MIP1	56	2.442111	110	NIBR	Fe-S cluster assembly:56
ATE1	56	2.40078598361245	110	NIBR	Fe-S cluster assembly:56
UBA3	56	2.388404	110	NIBR	Fe-S cluster assembly:56
NFU1	56	2.350505	110	NIBR	Fe-S cluster assembly:56
LCB1	56	2.275539	110	NIBR	Fe-S cluster assembly:56
RSC6	56	2.274477	110	NIBR	Fe-S cluster assembly:56
RPT2	56	2.270764	110	NIBR	Fe-S cluster assembly:56
RMD9	56	2.258448	110	NIBR	Fe-S cluster assembly:56
PPT2	56	2.257365	110	NIBR	Fe-S cluster assembly:56
RPT3	56	2.251076	110	NIBR	Fe-S cluster assembly:56
RPT4	56	2.233133	110	NIBR	Fe-S cluster assembly:56
PEX5	56	2.225611	110	NIBR	Fe-S cluster assembly:56
IRC3	56	2.209045	110	NIBR	Fe-S cluster assembly:56
YBR238C	56	2.204612	110	NIBR	Fe-S cluster assembly:56
CCW12	56	2.20351782010401	110	NIBR	Fe-S cluster assembly:56
RPN8	56	2.201775	110	NIBR	Fe-S cluster assembly:56
ECM13	56	2.12485	110	NIBR	Fe-S cluster assembly:56
PRP40	56	2.107282	110	NIBR	Fe-S cluster assembly:56
YME2	56	2.101474	110	NIBR	Fe-S cluster assembly:56
PET130	56	2.098321	110	NIBR	Fe-S cluster assembly:56
PMP1	56	2.082138	110	NIBR	Fe-S cluster assembly:56
PET123	56	2.077278	110	NIBR	Fe-S cluster assembly:56
MRPL40	56	2.072021	110	NIBR	Fe-S cluster assembly:56
MTG2	56	2.067129	110	NIBR	Fe-S cluster assembly:56
HTB1	56	2.03796	110	NIBR	Fe-S cluster assembly:56
MSR1	56	2.033212	110	NIBR	Fe-S cluster assembly:56
RPN5	56	2.011408	110	NIBR	Fe-S cluster assembly:56
YJR120W	56	2.006114	110	NIBR	Fe-S cluster assembly:56
PAM17	56	1.998599	110	NIBR	Fe-S cluster assembly:56
ISU1	56	1.965587	110	NIBR	Fe-S cluster assembly:56
RPN6	56	1.962793	110	NIBR	Fe-S cluster assembly:56
RBK1	56	1.945636	110	NIBR	Fe-S cluster assembly:56
MVB12	56	1.926045	110	NIBR	Fe-S cluster assembly:56
DID2	56	1.89232398849869	110	NIBR	Fe-S cluster assembly:56
RPN3	56	1.868524	110	NIBR	Fe-S cluster assembly:56
RSM23	56	1.85912	110	NIBR	Fe-S cluster assembly:56
SLS1	56	1.856231	110	NIBR	Fe-S cluster assembly:56
THR1	56	1.824952	110	NIBR	Fe-S cluster assembly:56
MSY1	56	1.811203	110	NIBR	Fe-S cluster assembly:56
UBP6	56	1.808344	110	NIBR	Fe-S cluster assembly:56
ATP1	56	1.79475382378964	110	NIBR	Fe-S cluster assembly:56
HSP31	56	1.750266	110	NIBR	Fe-S cluster assembly:56
TIM23	56	1.723817	110	NIBR	Fe-S cluster assembly:56
SUV3	56	1.715724	110	NIBR	Fe-S cluster assembly:56
GLR1	56	1.715267	110	NIBR	Fe-S cluster assembly:56
BPL1	56	1.68393269498016	110	NIBR	Fe-S cluster assembly:56
MRPS28	56	1.674403	110	NIBR	Fe-S cluster assembly:56
PPZ1	56	1.66524	110	NIBR	Fe-S cluster assembly:56
PEX10	56	1.658032	110	NIBR	Fe-S cluster assembly:56
FOL2	57	18.107165	77	NIBR|UBC	DFR1; methotrexate:57
YBT1	57	17.4369	77	NIBR|UBC	DFR1; methotrexate:57
DFR1	57	11.8138429622996	77	NIBR|UBC	DFR1; methotrexate:57
FOL1	57	10.954445	77	NIBR|UBC	DFR1; methotrexate:57
FAP7	57	4.817485	77	NIBR|UBC	DFR1; methotrexate:57
DUT1	57	4.6077365	77	NIBR|UBC	DFR1; methotrexate:57
RPS10A	57	3.8925215	77	NIBR|UBC	DFR1; methotrexate:57
MET6	57	3.8224525	77	NIBR|UBC	DFR1; methotrexate:57
APN1	57	3.6596066312617	77	NIBR|UBC	DFR1; methotrexate:57
SRS2	57	3.5644805	77	NIBR|UBC	DFR1; methotrexate:57
APL6	57	3.15247069422833	77	NIBR|UBC	DFR1; methotrexate:57
APL5	57	3.00052844850413	77	NIBR|UBC	DFR1; methotrexate:57
RAD10	57	2.9925145	77	NIBR|UBC	DFR1; methotrexate:57
APM3	57	2.92000352289554	77	NIBR|UBC	DFR1; methotrexate:57
RPN6	57	2.888273	77	NIBR|UBC	DFR1; methotrexate:57
APS3	57	2.85415396757436	77	NIBR|UBC	DFR1; methotrexate:57
GVP36	57	2.834644	77	NIBR|UBC	DFR1; methotrexate:57
MOB2	57	2.7434615	77	NIBR|UBC	DFR1; methotrexate:57
VPH1	57	2.621355	77	NIBR|UBC	DFR1; methotrexate:57
ADE17	57	2.56573827852798	77	NIBR|UBC	DFR1; methotrexate:57
KAP95	57	2.5359455	77	NIBR|UBC	DFR1; methotrexate:57
RAD1	57	2.402821	77	NIBR|UBC	DFR1; methotrexate:57
UTP9	57	2.3731405	77	NIBR|UBC	DFR1; methotrexate:57
AGC1	57	2.3148875	77	NIBR|UBC	DFR1; methotrexate:57
RPN7	57	2.286952	77	NIBR|UBC	DFR1; methotrexate:57
PRP11	57	2.246146	77	NIBR|UBC	DFR1; methotrexate:57
FMC1	57	2.21195	77	NIBR|UBC	DFR1; methotrexate:57
RPN3	57	2.211112	77	NIBR|UBC	DFR1; methotrexate:57
SNA4	57	2.1852065	77	NIBR|UBC	DFR1; methotrexate:57
RPT3	57	2.18312	77	NIBR|UBC	DFR1; methotrexate:57
SEC26	57	2.176648	77	NIBR|UBC	DFR1; methotrexate:57
RPN5	57	2.113797	77	NIBR|UBC	DFR1; methotrexate:57
RPL31B	57	2.079807	77	NIBR|UBC	DFR1; methotrexate:57
HOM3	57	2.07691475	77	NIBR|UBC	DFR1; methotrexate:57
TVP15	57	2.047678	77	NIBR|UBC	DFR1; methotrexate:57
HPT1	57	2.044657	77	NIBR|UBC	DFR1; methotrexate:57
FOL3	57	1.98531	77	NIBR|UBC	DFR1; methotrexate:57
CDC21	57	1.97680789843023	77	NIBR|UBC	DFR1; methotrexate:57
MON1	57	1.9430585	77	NIBR|UBC	DFR1; methotrexate:57
RPL40B	57	1.9166985	77	NIBR|UBC	DFR1; methotrexate:57
ALR2	57	1.89061236607531	77	NIBR|UBC	DFR1; methotrexate:57
FCY2	57	1.8821365	77	NIBR|UBC	DFR1; methotrexate:57
SEC27	57	1.875985	77	NIBR|UBC	DFR1; methotrexate:57
SCC2	57	1.874656	77	NIBR|UBC	DFR1; methotrexate:57
RPT4	57	1.867453	77	NIBR|UBC	DFR1; methotrexate:57
TRM82	57	1.842393	77	NIBR|UBC	DFR1; methotrexate:57
CDC36	57	1.84227833055399	77	NIBR|UBC	DFR1; methotrexate:57
ESL2	57	1.839873	77	NIBR|UBC	DFR1; methotrexate:57
RSP5	57	1.805408	77	NIBR|UBC	DFR1; methotrexate:57
HSM3	57	1.7947855	77	NIBR|UBC	DFR1; methotrexate:57
MRX16	57	1.7907655	77	NIBR|UBC	DFR1; methotrexate:57
NAR1	57	1.774649	77	NIBR|UBC	DFR1; methotrexate:57
TOA1	57	1.7556305	77	NIBR|UBC	DFR1; methotrexate:57
VPS41	57	1.7497765	77	NIBR|UBC	DFR1; methotrexate:57
CPS1	57	1.74917397397273	77	NIBR|UBC	DFR1; methotrexate:57
DUG1	57	1.73664399500418	77	NIBR|UBC	DFR1; methotrexate:57
POP2	57	1.7178305	77	NIBR|UBC	DFR1; methotrexate:57
PEX7	57	1.6984245	77	NIBR|UBC	DFR1; methotrexate:57
CKA2	57	1.6976364507486	77	NIBR|UBC	DFR1; methotrexate:57
SOG2	57	1.6806185	77	NIBR|UBC	DFR1; methotrexate:57
CCZ1	57	1.67945504207638	77	NIBR|UBC	DFR1; methotrexate:57
SAP1	57	1.6781285	77	NIBR|UBC	DFR1; methotrexate:57
SPO71	57	1.677722	77	NIBR|UBC	DFR1; methotrexate:57
RPL14B	57	1.6674585	77	NIBR|UBC	DFR1; methotrexate:57
VPS60	57	1.6631465	77	NIBR|UBC	DFR1; methotrexate:57
