GOID	term	gene	geneSetSize
GO:0000296	SPERMINE TRANSPORT	PTK1|PTK2|TPO1|TPO2|TPO3|TPO4	6
GO:0000390	SPLICEOSOMAL COMPLEX DISASSEMBLY	CWC23|DED1|NTR2|PRP22|PRP43|SPP382	6
GO:0035376	STEROL IMPORT	ARV1|AUS1|CLA4|PDR11|SKM1|STE20	6
GO:0000103	SULFATE ASSIMILATION	MET10|MET14|MET22|MET5|MET8|TRX2	6
GO:0016233	TELOMERE CAPPING	CDC13|POL12|RIF1|RIF2|STN1|TEN1	6
GO:0006363	TERMINATION OF RNA POLYMERASE I TRANSCRIPTION	CHD1|GRC3|ISW1|NSI1|REB1|RPA12	6
GO:0030846	TERMINATION OF RNA POLYMERASE II TRANSCRIPTION, POLY(A)-COUPLED	PCF11|PTA1|RAI1|RAT1|REF2|SSU72	6
GO:0006362	TRANSCRIPTION ELONGATION FROM RNA POLYMERASE I PROMOTER	CDC73|CTR9|DST1|PAF1|RPA34|RPA49	6
GO:0002188	TRANSLATION REINITIATION	RPG1|TIF11|TIF34|TIF35|TMA20|TMA22	6
GO:0006452	TRANSLATIONAL FRAMESHIFTING	ANB1|HYP2|SSB1|SSB2|SSZ1|ZUO1	6
GO:0019433	TRIGLYCERIDE CATABOLIC PROCESS	AYR1|LPX1|TGL2|TGL3|TGL4|YPR147C	6
GO:0006388	TRNA SPLICING, VIA ENDONUCLEOLYTIC CLEAVAGE AND LIGATION	CLP1|PDL32|POA1|PTC1|TPT1|TRL1	6
GO:0002143	TRNA WOBBLE POSITION URIDINE THIOLATION	NCS2|NCS6|SLM3|TUM1|UBA4|URM1	6
GO:0000162	TRYPTOPHAN BIOSYNTHETIC PROCESS	HIS6|TRP1|TRP2|TRP3|TRP4|TRP5	6
GO:0034473	U1 SNRNA 3'-END PROCESSING	RNT1|RRP42|RRP43|RRP45|RRP6|SKI6	6
GO:0006900	VESICLE BUDDING FROM MEMBRANE	CHM7|SNF7|VPS20|VPS60|YAP1801|YAP1802	6
GO:0099022	VESICLE TETHERING	PEP3|PEP5|VAM6|VPS16|VPS33|VPS41	6
GO:0006829	ZINC ION TRANSPORT	COT1|FET4|MSC2|YKE4|ZRG17|ZRT3	6
GO:0006078	(1->6)-BETA-D-GLUCAN BIOSYNTHETIC PROCESS	BIG1|KEG1|KNH1|KRE6|KRE9|SKN1|UGP1	7
GO:0006370	7-METHYLGUANOSINE MRNA CAPPING	ABD1|CDC28|CEG1|CET1|CTL1|KIN28|SPT4	7
GO:0015802	BASIC AMINO ACID TRANSPORT	ALP1|CAN1|LYP1|VBA1|VBA2|VBA3|VBA4	7
GO:0005975	CARBOHYDRATE METABOLIC PROCESS	ATH1|CIT1|CIT2|CIT3|GLC3|PGM1|PGM2	7
GO:0032048	CARDIOLIPIN METABOLIC PROCESS	AFT1|AFT2|CLD1|DDL1|TAZ1|UPS1|UPS2	7
GO:0000902	CELL MORPHOGENESIS	CAP2|DOP1|ELM1|RNY1|TAO3|YCK1|YCK2	7
GO:0070301	CELLULAR RESPONSE TO HYDROGEN PEROXIDE	DDR2|FLO1|HSP30|IRA2|MDL2|NCL1|RSC9	7
GO:0090156	CELLULAR SPHINGOLIPID HOMEOSTASIS	GNP1|ORM1|ORM2|VPS51|VPS52|VPS53|VPS54	7
GO:0015937	COENZYME A BIOSYNTHETIC PROCESS	CAB1|CAB2|CAB3|CAB4|CAB5|SIS2|VHS3	7
GO:0061640	CYTOSKELETON-DEPENDENT CYTOKINESIS	CDC10|CDC11|CDC12|CDC3|SHS1|SPR28|SPR3	7
GO:0031087	DEADENYLATION-INDEPENDENT DECAPPING OF NUCLEAR-TRANSCRIBED MRNA	CDC36|DCP1|DCP2|EDC3|MOT2|NOT5|RAI1	7
GO:0000917	DIVISION SEPTUM ASSEMBLY	BNI4|CDC11|DBF20|MNN10|RGL1|SHS1|SPR28	7
GO:0006488	DOLICHOL-LINKED OLIGOSACCHARIDE BIOSYNTHETIC PROCESS	ALG12|ALG13|ALG14|ALG9|DFG10|DIE2|DPM1	7
GO:0071786	ENDOPLASMIC RETICULUM TUBULAR NETWORK ORGANIZATION	LNP1|PER33|POM33|RTN1|RTN2|YGR026W|YOP1	7
GO:0035621	ER TO GOLGI CERAMIDE TRANSPORT	ARV1|KES1|OSH2|OSH3|TCB1|TCB2|TCB3	7
GO:0006631	FATTY ACID METABOLIC PROCESS	CRC1|ETR1|HTD2|MCT1|OAR1|PCS60|SCS7	7
GO:0070911	GLOBAL GENOME NUCLEOTIDE-EXCISION REPAIR	ABF1|DOT1|ELC1|HHT1|HHT2|PAF1|RTF1	7
GO:1904659	GLUCOSE TRANSMEMBRANE TRANSPORT	HXT1|HXT2|HXT3|HXT5|HXT7|MTH1|SNF3	7
GO:0015886	HEME TRANSPORT	AAC1|AAC3|DNM1|GEM1|MGM1|PET9|TDH3	7
GO:0000105	HISTIDINE BIOSYNTHETIC PROCESS	HIS1|HIS2|HIS3|HIS4|HIS5|HIS6|HIS7	7
GO:0016578	HISTONE DEUBIQUITINATION	SEM1|SGF11|SGF73|SUS1|UBP10|UBP2|UBP8	7
GO:0043966	HISTONE H3 ACETYLATION	HOG1|NGG1|NUT1|SAS2|SGF29|TAF5|TAF9	7
GO:0016574	HISTONE UBIQUITINATION	BRE1|HEL1|HEL2|LGE1|PEP5|RAD6|SNT2	7
GO:0070676	INTRALUMENAL VESICLE FORMATION	BRO1|DID4|DOA4|SNF7|VPS20|VPS24|VPS4	7
GO:0043570	MAINTENANCE OF DNA REPEAT ELEMENTS	CSM3|FOB1|MRC1|MSH2|MSH3|MSH6|TOF1	7
GO:0000025	MALTOSE CATABOLIC PROCESS	IMA1|IMA2|IMA3|IMA4|IMA5|MAL12|MAL32	7
GO:0007533	MATING TYPE SWITCHING	DPB11|HO|MYO4|SHE2|SHE3|SHE4|ULS1	7
GO:0000706	MEIOTIC DNA DOUBLE-STRAND BREAK PROCESSING	CDC28|DNA2|EXO1|MRE11|SAE2|SGS1|SPO11	7
GO:0031930	MITOCHONDRIA-NUCLEUS SIGNALING PATHWAY	ATG32|LST8|MKS1|RTG1|RTG2|RTG3|TOR1	7
GO:0006121	MITOCHONDRIAL ELECTRON TRANSPORT, SUCCINATE TO UBIQUINONE	SDH1|SDH3|SDH4|SDH5|SDH9|SHH3|SHH4	7
GO:0070124	MITOCHONDRIAL TRANSLATIONAL INITIATION	AEP2|AEP3|AIM23|IFM1|MRP21|MRP51|RSM28	7
GO:0044879	MORPHOGENESIS CHECKPOINT	ALK1|ALK2|BEM2|GIN4|HSL1|KCC4|SWE1	7
GO:0006474	N-TERMINAL PROTEIN AMINO ACID ACETYLATION	ARD1|MAK10|MAK3|MAK31|NAT1|NAT4|NAT5	7
GO:0043628	NCRNA 3'-END PROCESSING	CSL4|DIS3|REX3|RRP40|RRP42|RRP43|RRP46	7
GO:0034316	NEGATIVE REGULATION OF ARP2/3 COMPLEX-MEDIATED ACTIN NUCLEATION	AIM7|BBC1|CRN1|LSB1|PIN3|SLA1|SLA2	7
GO:0010629	NEGATIVE REGULATION OF GENE EXPRESSION	ASC1|CLA4|HEL2|MAP1|SKM1|SPP41|STE20	7
GO:1904750	NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEOLUS	BNS1|CDC15|CDC5|ESP1|SPO12|SPS1|TEM1	7
GO:0071930	NEGATIVE REGULATION OF TRANSCRIPTION INVOLVED IN G1/S TRANSITION OF MITOTIC CELL CYCLE	FKH1|FKH2|HIR3|NRM1|WHI5|YHP1|YOX1	7
GO:0019740	NITROGEN UTILIZATION	ADY2|ATO2|ATO3|MEP1|MEP2|MEP3|UGA3	7
GO:0006998	NUCLEAR ENVELOPE ORGANIZATION	APQ12|BRL1|BRR6|MPS3|NEM1|SAR1|SPO7	7
GO:0015851	NUCLEOBASE TRANSPORT	DAL4|FUI1|FUN26|FUR4|NRT1|THI7|THI72	7
GO:0006730	ONE-CARBON METABOLIC PROCESS	GCV1|GCV2|GCV3|MET7|MTD1|SHM1|SHM2	7
GO:0009051	PENTOSE-PHOSPHATE SHUNT, OXIDATIVE BRANCH	GND1|GND2|SOL1|SOL2|SOL3|SOL4|ZWF1	7
GO:0017183	PEPTIDYL-DIPHTHAMIDE BIOSYNTHETIC PROCESS FROM PEPTIDYL-HISTIDINE	DPH1|DPH2|DPH5|DPH6|JJJ3|KTI11|RRT2	7
GO:0018026	PEPTIDYL-LYSINE MONOMETHYLATION	CTM1|EFM1|EFM4|RKM1|RKM2|RKM3|RKM4	7
GO:0016559	PEROXISOME FISSION	CAF4|DNM1|FIS1|MDV1|PEX11|RPN11|VPS1	7
GO:0006654	PHOSPHATIDIC ACID BIOSYNTHETIC PROCESS	AYR1|CLD1|DGK1|EAT1|ECM18|ICT1|SLC1	7
GO:0006644	PHOSPHOLIPID METABOLIC PROCESS	CRD1|DDL1|DPP1|LPP1|SCS3|SPO14|TGL4	7
GO:2000251	POSITIVE REGULATION OF ACTIN CYTOSKELETON REORGANIZATION	BNI1|BNR1|BUD6|PEA2|SPA2|SSK1|SSK2	7
GO:1901195	POSITIVE REGULATION OF FORMATION OF TRANSLATION PREINITIATION COMPLEX	CDC33|DBP1|DED1|TIF1|TIF2|TIF4631|TIF4632	7
GO:2000219	POSITIVE REGULATION OF INVASIVE GROWTH IN RESPONSE TO GLUCOSE LIMITATION	GAL11|PHO23|RXT2|SAP30|SNF2|SNF5|YTA7	7
GO:0010696	POSITIVE REGULATION OF MITOTIC SPINDLE POLE BODY SEPARATION	CDC28|CDC5|CLB1|CLB2|CLB3|CLB4|CLB5	7
GO:1902499	POSITIVE REGULATION OF PROTEIN AUTOUBIQUITINATION	BUB3|MAD2|MAD3|MND2|PEX22|RUP1|USA1	7
GO:0051865	PROTEIN AUTOUBIQUITINATION	CDC34|DMA1|DMA2|HRD1|IPA1|PEX4|RSP5	7
GO:0071459	PROTEIN LOCALIZATION TO CHROMOSOME, CENTROMERIC REGION	CHL4|CTF19|IML3|MCM21|REC8|SCM3|SPO13	7
GO:0072665	PROTEIN LOCALIZATION TO VACUOLE	DSK2|EGO2|MEH1|NPL4|RCR2|UFD1|YPT7	7
GO:0032446	PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION	AOS1|ATG10|ATG7|UBA1|UBA2|UBA3|ULA1	7
GO:0032447	PROTEIN URMYLATION	ELP2|ELP6|NCS2|NCS6|UBA4|URE2|URM1	7
GO:0006898	RECEPTOR-MEDIATED ENDOCYTOSIS	APL3|APL4|ARC35|CHC1|CMD1|MYO5|YPP1	7
GO:0043457	REGULATION OF CELLULAR RESPIRATION	HAP1|HAP2|HAP3|HAP4|HAP5|RNR3|TAR1	7
GO:0005979	REGULATION OF GLYCOGEN BIOSYNTHETIC PROCESS	GAC1|GIP2|PCL6|PCL7|PIG1|PIG2|SAK1	7
GO:0040020	REGULATION OF MEIOTIC NUCLEAR DIVISION	CDC20|IME1|IME2|RCK1|RCK2|SWE1|UME1	7
GO:0060303	REGULATION OF NUCLEOSOME DENSITY	CDC28|CHD1|CKS1|HST4|ISW1|SPN1|SPT6	7
GO:0060304	REGULATION OF PHOSPHATIDYLINOSITOL DEPHOSPHORYLATION	IST2|SCS2|SCS22|TCB1|TCB2|TCB3|VPS74	7
GO:0043254	REGULATION OF PROTEIN-CONTAINING COMPLEX ASSEMBLY	GAL83|RAV1|RAV2|SIP1|SIP2|SKP1|YPT7	7
GO:0090262	REGULATION OF TRANSCRIPTION-COUPLED NUCLEOTIDE-EXCISION REPAIR	CDC73|CTR9|LEO1|PAF1|RTF1|SPT4|SPT5	7
GO:0031297	REPLICATION FORK PROCESSING	GLC7|MHF1|MHF2|MMS1|MMS22|MMS4|RTT101	7
GO:0006979	RESPONSE TO OXIDATIVE STRESS	ATX1|FCP1|HMX1|OXR1|RAD3|SNF2|SSN3	7
GO:1990116	RIBOSOME-ASSOCIATED UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	CDC48|NPL4|RKR1|RQC1|RQC2|UBR1|UFD1	7
GO:0009303	RRNA TRANSCRIPTION	HHT1|HHT2|POL5|RNT1|RSC9|TOP1|TOP2	7
GO:0032185	SEPTIN CYTOSKELETON ORGANIZATION	AFR1|BIR1|FMP45|SLI15|SUR7|SYP1|YNL194C	7
GO:0031120	SNRNA PSEUDOURIDINE SYNTHESIS	CBF5|CIC1|GAR1|NHP2|NOP10|PUS1|PUS7	7
GO:0000387	SPLICEOSOMAL SNRNP ASSEMBLY	LSM4|PRP3|PRP31|SMD1|SMD2|SMD3|SME1	7
GO:0030847	TERMINATION OF RNA POLYMERASE II TRANSCRIPTION, EXOSOME-DEPENDENT	NAB3|NRD1|PCF11|PTI1|RAT1|RNT1|SSU72	7
GO:0001174	TRANSCRIPTIONAL START SITE SELECTION AT RNA POLYMERASE II PROMOTER	HMO1|REB1|SSU72|SUA7|TAF14|TFG1|TFG2	7
GO:0005992	TREHALOSE BIOSYNTHETIC PROCESS	PGM1|PGM2|TPS1|TPS2|TPS3|TSL1|UGP1	7
GO:0070058	TRNA GENE CLUSTERING	BRN1|ECO1|SCC2|SMC2|SMC4|YCG1|YCS4	7
GO:0031119	TRNA PSEUDOURIDINE SYNTHESIS	DEG1|PUS1|PUS2|PUS6|PUS7|PUS9|RIB2	7
GO:0042761	VERY LONG-CHAIN FATTY ACID BIOSYNTHETIC PROCESS	ACB1|ELO1|ELO2|ELO3|IFA38|PHS1|TSC13	7
GO:0071577	ZINC ION TRANSMEMBRANE TRANSPORT	ATX2|COT1|YKE4|ZRC1|ZRT1|ZRT2|ZRT3	7
GO:0006189	'DE NOVO' IMP BIOSYNTHETIC PROCESS	ADE1|ADE13|ADE16|ADE17|ADE2|ADE4|ADE6|ADE8	8
GO:0006207	'DE NOVO' PYRIMIDINE NUCLEOBASE BIOSYNTHETIC PROCESS	CPA2|URA1|URA10|URA2|URA3|URA4|URA5|URA6	8
GO:0042791	5S CLASS RRNA TRANSCRIPTION BY RNA POLYMERASE III	BUD27|PZF1|TFC1|TFC3|TFC4|TFC6|TFC7|TFC8	8
GO:0006526	ARGININE BIOSYNTHETIC PROCESS	ARG1|ARG2|ARG3|ARG5,6|ARG8|CPA1|CPA2|ORT1	8
GO:0051016	BARBED-END ACTIN FILAMENT CAPPING	ABP1|AIM3|AIP1|BNI1|BNR1|CAP1|CAP2|TWF1	8
GO:0000753	CELL MORPHOGENESIS INVOLVED IN CONJUGATION WITH CELLULAR FUSION	AFR1|BEM1|FIG1|FIG2|HBT1|HUB1|MDY2|SPO14	8
GO:0044257	CELLULAR PROTEIN CATABOLIC PROCESS	ASK10|CDC28|HSL1|HSL7|MCK1|SKP2|SNA2|SNA3	8
GO:0045333	CELLULAR RESPIRATION	COQ10|COX10|SDH1|SDH2|SDH3|SDH4|SDH9|YJR120W	8
GO:0046513	CERAMIDE BIOSYNTHETIC PROCESS	ISC1|LAC1|LAG1|LCB1|LCB2|LIP1|YDC1|YPC1	8
GO:0072583	CLATHRIN-DEPENDENT ENDOCYTOSIS	APL3|APM2|APM4|CLC1|SWA2|UBX3|YAP1801|YAP1802	8
GO:0000729	DNA DOUBLE-STRAND BREAK PROCESSING	CDC28|DIN7|DNA2|EXO1|FUN30|RIF1|SAE2|SGS1	8
GO:0000076	DNA REPLICATION CHECKPOINT	CCR4|CSM3|DDC1|DPB11|GLC7|MRC1|RFC2|TOF1	8
GO:0043137	DNA REPLICATION, REMOVAL OF RNA PRIMER	POL3|POL31|POL32|RAD27|RNH1|RNH201|RNH202|RNH203	8
GO:0045184	ESTABLISHMENT OF PROTEIN LOCALIZATION	LCD1|NBA1|NIS1|RFA1|RFA2|RFA3|RSR1|SGO1	8
GO:0010458	EXIT FROM MITOSIS	APC1|APC2|CDC10|CDC5|DBF20|KAP104|SHS1|SKP1	8
GO:0051156	GLUCOSE 6-PHOSPHATE METABOLIC PROCESS	EMI2|GLK1|HXK1|HXK2|PGI1|PGM1|PGM2|YLR446W	8
GO:0010255	GLUCOSE MEDIATED SIGNALING PATHWAY	GPA2|GPB1|GPB2|GPR1|RGT2|SNF3|YCK1|YCK2	8
GO:0005977	GLYCOGEN METABOLIC PROCESS	AAP1|GAC1|GIP2|PPG1|SHP1|UGP1|YHL012W|YPI1	8
GO:0000372	GROUP I INTRON SPLICING	CBP2|MNE1|MRS1|MSS116|MSS18|NAM2|PET54|SUV3	8
GO:0031507	HETEROCHROMATIN ASSEMBLY	DPB4|FUN30|MCM5|NAT4|NUP170|RTT106|SIR1|SIR3	8
GO:0030491	HETERODUPLEX FORMATION	RAD51|RAD54|RAD55|RAD57|RDH54|RFA1|RFA2|RFA3	8
GO:0045143	HOMOLOGOUS CHROMOSOME SEGREGATION	CDC55|CSM1|IPL1|LRS4|MAM1|TUB1|TUB2|TUB3	8
GO:0006972	HYPEROSMOTIC RESPONSE	CIN5|ENA1|HKR1|HOG1|MSB2|PBS2|SGD1|SUB1	8
GO:0046855	INOSITOL PHOSPHATE DEPHOSPHORYLATION	DDP1|INM1|INM2|INP51|INP52|INP53|INP54|SIW14	8
GO:0019878	LYSINE BIOSYNTHETIC PROCESS VIA AMINOADIPIC ACID	ARO8|ARO9|LYS2|LYS20|LYS21|LYS4|LYS5|LYS9	8
GO:0000460	MATURATION OF 5.8S RRNA	LAS1|LRP1|MAK16|MTR4|NSA2|RPF1|RRP15|TIF6	8
GO:0061025	MEMBRANE FUSION	ATG8|DNM1|GTA1|MGM1|MSO1|SHP1|USO1|VPS1	8
GO:0045910	NEGATIVE REGULATION OF DNA RECOMBINATION	CDC73|HHO1|MSH2|MSH6|PAF1|PAP2|SIR2|SRS2	8
GO:0061188	NEGATIVE REGULATION OF RIBOSOMAL DNA HETEROCHROMATIN ASSEMBLY	CTI6|DEP1|PHO23|RPD3|RXT2|SAP30|SDS3|SIN3	8
GO:0016479	NEGATIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE I	CDC14|PHO23|RIO1|RPD3|RXT3|SAP30|SIN3|UME1	8
GO:0010526	NEGATIVE REGULATION OF TRANSPOSITION, RNA-MEDIATED	ELG1|FUS3|MMS1|RTT101|RTT103|RTT105|RTT107|RTT109	8
GO:0009313	OLIGOSACCHARIDE CATABOLIC PROCESS	AMS1|IMA1|IMA2|IMA3|IMA4|IMA5|MAL12|MAL32	8
GO:0015940	PANTOTHENATE BIOSYNTHETIC PROCESS	ECM31|FMS1|PAN5|PAN6|SPE1|SPE2|SPE3|SPE4	8
GO:0070262	PEPTIDYL-SERINE DEPHOSPHORYLATION	CDC14|CDC55|PPH21|PPH22|PTC5|PTC6|SIT4|TPS2	8
GO:0046856	PHOSPHATIDYLINOSITOL DEPHOSPHORYLATION	FIG4|INP51|INP52|INP53|INP54|SAC1|TEP1|YMR1	8
GO:0046854	PHOSPHATIDYLINOSITOL PHOSPHORYLATION	ARG82|FAB1|KCS1|LSB6|MSS4|PIK1|STT4|VPS34	8
GO:0016310	PHOSPHORYLATION	GUT1|LCB4|LCB5|TEL1|TIM54|XKS1|YFH7|YPD1	8
GO:2000601	POSITIVE REGULATION OF ARP2/3 COMPLEX-MEDIATED ACTIN NUCLEATION	ABP1|ARC40|CRN1|LAS17|MYO3|MYO5|PAN1|VRP1	8
GO:1903833	POSITIVE REGULATION OF CELLULAR RESPONSE TO AMINO ACID STARVATION	GCN2|GCN3|GCN4|GIR2|NPR2|NPR3|RBG1|RBG2	8
GO:0035066	POSITIVE REGULATION OF HISTONE ACETYLATION	ADA2|ASF1|FUN19|HIR3|SET1|SET2|VPS75|YOR338W	8
GO:0006279	PREMEIOTIC DNA REPLICATION	CDC7|CLB5|CLB6|DBF4|LGE1|MUM2|POL1|RIM4	8
GO:0045041	PROTEIN IMPORT INTO MITOCHONDRIAL INTERMEMBRANE SPACE	ERV1|HOT13|HSP10|HSP60|MIA40|MIC60|TCM62|YME1	8
GO:0036228	PROTEIN LOCALIZATION TO NUCLEAR INNER MEMBRANE	ICE2|NUP100|NUP145|NUP157|NUP170|NUP2|NUP49|NUP57	8
GO:0097428	PROTEIN MATURATION BY IRON-SULFUR CLUSTER TRANSFER	CIA1|GRX5|ISA1|ISA2|JAC1|MET18|NFU1|SSQ1	8
GO:0018345	PROTEIN PALMITOYLATION	AKR1|AKR2|ERF2|PFA3|PFA4|PFA5|SHR5|SWF1	8
GO:0043335	PROTEIN UNFOLDING	APJ1|ARB1|GCN20|HSP104|HSP78|PEX1|PEX6|SSC1	8
GO:0042823	PYRIDOXAL PHOSPHATE BIOSYNTHETIC PROCESS	BUD16|BUD17|SNO1|SNO2|SNO3|SNZ1|SNZ2|SNZ3	8
GO:0043087	REGULATION OF GTPASE ACTIVITY	BEM2|BEM3|MSB3|RGA1|RGA2|RGD1|TRS120|TRS130	8
GO:0043618	REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS	ASF1|CST6|INO80|RRD1|RTT109|SET1|SPT6|SUB1	8
GO:0006449	REGULATION OF TRANSLATIONAL TERMINATION	CAM1|ECM32|EFB1|GLE1|ITT1|NAM7|NEW1|TPA1	8
GO:0007266	RHO PROTEIN SIGNAL TRANSDUCTION	BEM4|CDC42|EXO70|RDI1|RHO5|SLG1|WSC2|WSC3	8
GO:0034517	RIBOPHAGY	ATG11|BRE5|CDC48|DOA1|PRO1|RSP5|UBP3|VAC8	8
GO:0001510	RNA METHYLATION	IME4|MRM2|NCL1|NOP2|RCM1|SPB1|TGS1|TRM7	8
GO:0015891	SIDEROPHORE TRANSPORT	ARN1|ARN2|FIT1|FIT2|FIT3|FRE3|FRE4|SIT1	8
GO:0006465	SIGNAL PEPTIDE PROCESSING	AFG3|PCP1|SEC11|SPC1|SPC2|SPC3|YPF1|YTA12	8
GO:0031134	SISTER CHROMATID BIORIENTATION	BIR1|BUB1|CDC48|MPS1|RTS1|SGO1|SHP1|SPC105	8
GO:0005987	SUCROSE CATABOLIC PROCESS	IMA1|IMA2|IMA3|IMA4|IMA5|MAL12|MAL32|SUC2	8
GO:0019346	TRANSSULFURATION	CYS3|CYS4|STR2|STR3|TUM1|YHR112C|YLL058W|YML082W	8
GO:0006624	VACUOLAR PROTEIN PROCESSING	ATG15|ATG18|ENV11|ENV7|ENV9|PEP4|SND2|VPS41	8
GO:0006904	VESICLE DOCKING INVOLVED IN EXOCYTOSIS	MSO1|MYO2|PEP3|PEP5|PEP7|SEC1|SEC4|SMY1	8
GO:0048280	VESICLE FUSION WITH GOLGI APPARATUS	BOS1|SEC17|SEC18|SEC22|SED5|SLY1|VTI1|YIP1	8
GO:0090522	VESICLE TETHERING INVOLVED IN EXOCYTOSIS	EXO70|EXO84|SEC10|SEC15|SEC3|SEC5|SEC6|SEC8	8
GO:0015696	AMMONIUM TRANSPORT	ADY2|AMF1|ATO2|ATO3|ATR1|ATR2|MEP1|MEP2|MEP3	9
GO:0000492	BOX C/D SNORNP ASSEMBLY	BCD1|HIT1|HSC82|HSP82|PIH1|RSA1|RVB1|RVB2|TAH1	9
GO:0000436	CARBON CATABOLITE ACTIVATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER	HAP1|HAP2|HAP3|HAP4|HAP5|SNF5|SWI1|SWI3|USV1	9
GO:0032186	CELLULAR BUD NECK SEPTIN RING ORGANIZATION	CDC11|DMA1|DMA2|PKC1|RHO1|RTS1|SHS1|SPR28|VHS2	9
GO:0030003	CELLULAR CATION HOMEOSTASIS	ATC1|HAL5|KKQ8|PDR5|PGM2|SAT4|SKY1|SNQ2|YVC1	9
GO:0051131	CHAPERONE-MEDIATED PROTEIN COMPLEX ASSEMBLY	BCS1|HSP10|HSP60|IRC25|PIM1|POC4|SBA1|TCM62|YKE2	9
GO:0000448	CLEAVAGE IN ITS2 BETWEEN 5.8S RRNA AND LSU-RRNA OF TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	GRC3|LAS1|RAI1|RAT1|RPL17A|RPL17B|RPL37A|RPL37B|TOM1	9
GO:0071629	CYTOPLASM PROTEIN QUALITY CONTROL BY THE UBIQUITIN-PROTEASOME SYSTEM	CDC48|FES1|GIM3|NPL4|RAD6|UBC4|UBR1|UBR2|UFD1	9
GO:0031122	CYTOPLASMIC MICROTUBULE ORGANIZATION	BIK1|DYN1|NIP100|SAP1|SPC72|SPC97|SPC98|TUB2|YTA6	9
GO:0000730	DNA RECOMBINASE ASSEMBLY	CSM2|DMC1|PSY3|RAD51|RAD52|RAD55|RAD57|SHU1|SHU2	9
GO:0006271	DNA STRAND ELONGATION INVOLVED IN DNA REPLICATION	MCM10|MCM2|MCM3|MCM4|MCM6|MCM7|POL31|TOP1|TOP2	9
GO:0032581	ER-DEPENDENT PEROXISOME ORGANIZATION	DSL1|PEX19|PEX29|PEX3|PEX30|RTN1|RTN2|SEC39|YOP1	9
GO:0000349	GENERATION OF CATALYTIC SPLICEOSOME FOR FIRST TRANSESTERIFICATION STEP	CWC24|IST3|PRP19|PRP2|SNU114|SPP381|SPP382|SYF1|YJU2	9
GO:0000350	GENERATION OF CATALYTIC SPLICEOSOME FOR SECOND TRANSESTERIFICATION STEP	CDC40|CEF1|ISY1|PRP16|PRP18|PRP22|PRP45|PRP8|SLU7	9
GO:0006537	GLUTAMATE BIOSYNTHETIC PROCESS	GDH1|GDH3|GLT1|IDH1|IDH2|IDP1|MEU1|PUT1|PUT2	9
GO:0005978	GLYCOGEN BIOSYNTHETIC PROCESS	GLC3|GLC8|GLG1|GLG2|GSY1|GSY2|PGM1|PGM2|UGP1	9
GO:0000188	INACTIVATION OF MAPK ACTIVITY	MSG5|NBP2|PPS1|PTC1|PTC2|PTC3|PTP2|PTP3|SDP1	9
GO:0036297	INTERSTRAND CROSS-LINK REPAIR	CHL1|EXO5|HRQ1|MGM101|MPH1|MSH2|MSH6|PSO2|SLX4	9
GO:0032366	INTRACELLULAR STEROL TRANSPORT	ARV1|DET1|LAM1|LAM4|LAM5|LAM6|NPC2|SIP3|YSP2	9
GO:0034965	INTRONIC BOX C/D SNORNA PROCESSING	POP1|POP3|POP4|POP5|POP6|POP7|POP8|RPP1|RPR2	9
GO:0051382	KINETOCHORE ASSEMBLY	ARP4|CHL4|CSE4|CTF13|MIF2|MTW1|SCM3|SGT1|SKP1	9
GO:0006273	LAGGING STRAND ELONGATION	CDC9|DNA2|POL1|POL12|POL30|POL31|POL32|PRI1|PRI2	9
GO:0034389	LIPID DROPLET ORGANIZATION	ENV9|LDB16|LOA1|PAH1|SCS3|SEI1|UBX2|UME6|YFT2	9
GO:0097502	MANNOSYLATION	KRE2|KTR1|KTR2|KTR3|KTR4|KTR5|KTR6|KTR7|YUR1	9
GO:0051598	MEIOTIC RECOMBINATION CHECKPOINT	DDC1|DOT1|FPR3|HOP1|MEK1|PCH2|PPH3|PSY2|RED1	9
GO:0070096	MITOCHONDRIAL OUTER MEMBRANE TRANSLOCASE COMPLEX ASSEMBLY	MDM10|MDM12|MIM1|MIM2|MMM1|SAM35|SAM37|TOM5|TOM6	9
GO:0006839	MITOCHONDRIAL TRANSPORT	AAC1|MRX20|ODC1|ODC2|PET9|SAL1|TMH11|YMC1|YMC2	9
GO:0044772	MITOTIC CELL CYCLE PHASE TRANSITION	CLB1|CLB2|CLB3|CLB4|CLB5|CLB6|CLN1|CLN2|CLN3	9
GO:0033314	MITOTIC DNA REPLICATION CHECKPOINT	CDC6|CDC7|DBF4|DPB11|MEC3|ORC1|POL2|RAD24|SLD2	9
GO:0016242	NEGATIVE REGULATION OF MACROAUTOPHAGY	KSP1|PCL5|PHO80|PHO85|SIC1|TAG1|TOR1|TOR2|XRN1	9
